MSE,RMSE,MAE,R2_Score,Directional_Accuracy,Model,Fold,Stock
0.0002526324081376,0.0158944143691308,0.0114669795047755,-0.0609326826460252,0.4761904761904761,Transformer,17,AAPL
0.0003486581926648,0.0186723911876555,0.0147274719219647,-0.4641940612342179,0.4444444444444444,Stacked_Ensemble,17,AAPL
0.0007230839918087,0.0268902211186287,0.0209156416862172,-1.2926735928070792,0.3968253968253968,Naive,18,AAPL
0.0003303934277121,0.0181767276403694,0.0140603067635444,-0.0475744111799669,0.4761904761904761,Ridge_Regression,18,AAPL
0.0003336887416426,0.0182671492478339,0.013725840194347,-0.0580228228637911,0.4444444444444444,Random_Forest,18,AAPL
0.0003287136986491,0.0181304632772894,0.0138016404745662,-0.0422485147287854,0.4285714285714285,XGBoost,18,AAPL
0.0003179103027931,0.0178300393379578,0.0133821385775165,-0.0079943192655831,0.5555555555555556,LSTM,18,AAPL
0.000320905955144,0.0179138481389143,0.0134570116750172,-0.0174925976344577,0.5396825396825397,GRU,18,AAPL
0.0003343759275051,0.0182859489090695,0.0137389504113884,-0.0602016746957487,0.4603174603174603,Transformer,18,AAPL
0.0003207182941096,0.0179086094968203,0.0135250786874396,-0.0168975830814803,0.492063492063492,Stacked_Ensemble,18,AAPL
0.0004944857817334,0.0222370362623596,0.0175373829370264,-1.1927133243637225,0.4761904761904761,Naive,0,MSFT
0.0002825089759193,0.0168080033293463,0.0133476778954371,-0.2527381345101884,0.5714285714285714,Ridge_Regression,0,MSFT
0.0002665849488579,0.0163274293401608,0.0129500740741978,-0.1821257375417766,0.4603174603174603,Random_Forest,0,MSFT
0.0002413012841433,0.0155338753742702,0.012346390984661,-0.0700096149829827,0.4761904761904761,XGBoost,0,MSFT
0.0002223685859828,0.0149120282316941,0.0112348361053427,0.013944223643455,0.5396825396825397,LSTM,0,MSFT
0.0002352181644124,0.0153368238045697,0.0117244132441443,-0.0430350523555669,0.5238095238095238,GRU,0,MSFT
0.0002297528259483,0.0151575996103731,0.0115001386123087,-0.0187999359681305,0.5396825396825397,Transformer,0,MSFT
